match_id,team_id,team,player_name,position,shirt_number
497417,354,Crystal Palace FC,Marc Guéhi,CB,3
497417,354,Crystal Palace FC,Joachim Andersen,CB,4
497417,354,Crystal Palace FC,Tyrick Mitchell,RM,5
497417,354,Crystal Palace FC,Cheick Doucouré,CM,6
497417,354,Crystal Palace FC,Eberechi Eze,CM,7
497417,354,Crystal Palace FC,Jordan Ayew,CM,8
497417,354,Crystal Palace FC,Michael Olise,LM,9
497417,354,Crystal Palace FC,Jean-Philippe Mateta,ST,10
497417,354,Crystal Palace FC,Jefferson Lerma,ST,11
497418,61,Chelsea FC,Robert Sánchez,GK,1
497418,61,Chelsea FC,Reece James,RB,2
497418,61,Chelsea FC,Thiago Silva,CB,3
497418,61,Chelsea FC,Levi Colwill,CB,4
497418,61,Chelsea FC,Ben Chilwell,LB,5
497418,61,Chelsea FC,Enzo Fernández,RM,6
497418,61,Chelsea FC,Conor Gallagher,CM,7
497418,61,Chelsea FC,Cole Palmer,CM,8
497418,61,Chelsea FC,Raheem Sterling,LM,9
497418,61,Chelsea FC,Nicolas Jackson,ST,10
497418,61,Chelsea FC,Christopher Nkunku,ST,11
497418,65,Manchester City FC,Ederson,GK,1
497418,65,Manchester City FC,Kyle Walker,RB,2
497418,65,Manchester City FC,Rúben Dias,CB,3
497418,65,Manchester City FC,Manuel Akanji,CB,4
497418,65,Manchester City FC,João Cancelo,LB,5
497418,65,Manchester City FC,Rodri,CM,6
497418,65,Manchester City FC,Kevin De Bruyne,CM,7
497418,65,Manchester City FC,Bernardo Silva,CM,8
497418,65,Manchester City FC,Phil Foden,RW,9
497418,65,Manchester City FC,Jack Grealish,ST,10
497418,65,Manchester City FC,Erling Haaland,LW,11
497419,338,Leicester City FC,Player 1,GK,1
497419,338,Leicester City FC,Player 2,RB,2
497419,338,Leicester City FC,Player 3,CB,3
497419,338,Leicester City FC,Player 4,CB,4
497419,338,Leicester City FC,Player 5,LB,5
497419,338,Leicester City FC,Player 6,CDM,6
497419,338,Leicester City FC,Player 7,CDM,7
497419,338,Leicester City FC,Player 8,RM,8
497419,338,Leicester City FC,Player 9,CAM,9
497419,338,Leicester City FC,Player 10,LM,10
497419,338,Leicester City FC,Player 11,ST,11
497419,73,Tottenham Hotspur FC,Guglielmo Vicario,GK,1
497419,73,Tottenham Hotspur FC,Pedro Porro,CB,2
497419,73,Tottenham Hotspur FC,Cristian Romero,CB,3
497419,73,Tottenham Hotspur FC,Micky van de Ven,CB,4
497419,73,Tottenham Hotspur FC,Destiny Udogie,RM,5
497419,73,Tottenham Hotspur FC,Yves Bissouma,CM,6
497419,73,Tottenham Hotspur FC,James Maddison,CM,7
497419,73,Tottenham Hotspur FC,Son Heung-min,CM,8
497419,73,Tottenham Hotspur FC,Dejan Kulusevski,LM,9
497419,73,Tottenham Hotspur FC,Richarlison,ST,10
497419,73,Tottenham Hotspur FC,Brennan Johnson,ST,11
497422,397,Brighton & Hove Albion FC,Bart Verbruggen,GK,1
497422,397,Brighton & Hove Albion FC,Joel Veltman,RB,2
497422,397,Brighton & Hove Albion FC,Lewis Dunk,CB,3
497422,397,Brighton & Hove Albion FC,Adam Webster,CB,4
497422,397,Brighton & Hove Albion FC,Pervis Estupiñán,LB,5
497422,397,Brighton & Hove Albion FC,Pascal Groß,CDM,6
497422,397,Brighton & Hove Albion FC,Billy Gilmour,CDM,7
497422,397,Brighton & Hove Albion FC,Kaoru Mitoma,RM,8
497422,397,Brighton & Hove Albion FC,Evan Ferguson,CAM,9
497422,397,Brighton & Hove Albion FC,Solly March,LM,10
497422,397,Brighton & Hove Albion FC,João Pedro,ST,11
497422,66,Manchester United FC,André Onana,GK,1
497422,66,Manchester United FC,Aaron Wan-Bissaka,CB,2
497422,66,Manchester United FC,Raphaël Varane,CB,3
497422,66,Manchester United FC,Harry Maguire,CB,4
497422,66,Manchester United FC,Luke Shaw,RM,5
497422,66,Manchester United FC,Casemiro,CM,6
497422,66,Manchester United FC,Bruno Fernandes,CM,7
497422,66,Manchester United FC,Mason Mount,CM,8
497422,66,Manchester United FC,Marcus Rashford,LM,9
497422,66,Manchester United FC,Rasmus Højlund,ST,10
497422,66,Manchester United FC,Antony,ST,11
497423,354,Crystal Palace FC,Sam Johnstone,GK,1
497423,354,Crystal Palace FC,Joel Ward,RB,2
497423,354,Crystal Palace FC,Marc Guéhi,CB,3
497423,354,Crystal Palace FC,Joachim Andersen,CB,4
497423,354,Crystal Palace FC,Tyrick Mitchell,LB,5
497423,354,Crystal Palace FC,Cheick Doucouré,RM,6
497423,354,Crystal Palace FC,Eberechi Eze,CM,7
497423,354,Crystal Palace FC,Jordan Ayew,CM,8
497423,354,Crystal Palace FC,Michael Olise,LM,9
497423,354,Crystal Palace FC,Jean-Philippe Mateta,ST,10
497423,354,Crystal Palace FC,Jefferson Lerma,ST,11
497423,563,West Ham United FC,Lukasz Fabianski,GK,1
497423,563,West Ham United FC,Vladimir Coufal,RB,2
497423,563,West Ham United FC,Kurt Zouma,CB,3
497423,563,West Ham United FC,Nayef Aguerd,CB,4
497423,563,West Ham United FC,Emerson Palmieri,LB,5
497423,563,West Ham United FC,Lucas Paquetá,RM,6
497423,563,West Ham United FC,Tomáš Souček,CM,7
497423,563,West Ham United FC,Jarrod Bowen,CM,8
497423,563,West Ham United FC,Michail Antonio,LM,9
497423,563,West Ham United FC,Mohammed Kudus,ST,10
497423,563,West Ham United FC,Edson Álvarez,ST,11
497424,63,Fulham FC,Bernd Leno,GK,1
497424,63,Fulham FC,Kenny Tete,RB,2
497424,63,Fulham FC,Issa Diop,CB,3
497424,63,Fulham FC,Tosin Adarabioyo,CB,4
497424,63,Fulham FC,Antonee Robinson,LB,5
497424,63,Fulham FC,Joao Palhinha,CDM,6
497424,63,Fulham FC,Tom Cairney,CDM,7
497424,63,Fulham FC,Harrison Reed,RM,8
497424,63,Fulham FC,Bobby Decordova-Reid,CAM,9
497424,63,Fulham FC,Aleksandar Mitrovic,LM,10
497424,63,Fulham FC,Willian,ST,11
497424,338,Leicester City FC,Player 1,GK,1
497424,338,Leicester City FC,Player 2,RB,2
497424,338,Leicester City FC,Player 3,CB,3
497424,338,Leicester City FC,Player 4,CB,4
497424,338,Leicester City FC,Player 5,LB,5
497424,338,Leicester City FC,Player 6,CDM,6
497424,338,Leicester City FC,Player 7,CDM,7
497424,338,Leicester City FC,Player 8,RM,8
497424,338,Leicester City FC,Player 9,CAM,9
497424,338,Leicester City FC,Player 10,LM,10
497424,338,Leicester City FC,Player 11,ST,11
497426,65,Manchester City FC,Ederson,GK,1
497426,65,Manchester City FC,Kyle Walker,RB,2
497426,65,Manchester City FC,Rúben Dias,CB,3
497426,65,Manchester City FC,Manuel Akanji,CB,4
497426,65,Manchester City FC,João Cancelo,LB,5
497426,65,Manchester City FC,Rodri,CM,6
497426,65,Manchester City FC,Kevin De Bruyne,CM,7
497426,65,Manchester City FC,Bernardo Silva,CM,8
497426,65,Manchester City FC,Phil Foden,RW,9
497426,65,Manchester City FC,Jack Grealish,ST,10
497426,65,Manchester City FC,Erling Haaland,LW,11
497426,349,Ipswich Town FC,Christian Walton,GK,1
497426,349,Ipswich Town FC,Leif Davis,RB,2
497426,349,Ipswich Town FC,Luke Woolfenden,CB,3
497426,349,Ipswich Town FC,Janoi Donacien,CB,4
497426,349,Ipswich Town FC,Harry Clarke,LB,5
497426,349,Ipswich Town FC,Sam Morsy,CDM,6
497426,349,Ipswich Town FC,Wes Burns,CDM,7
497426,349,Ipswich Town FC,Conor Chaplin,RM,8
497426,349,Ipswich Town FC,Freddie Ladapo,CAM,9
497426,349,Ipswich Town FC,Omari Hutchinson,LM,10
497426,349,Ipswich Town FC,Liam Delap,ST,11
497427,340,Southampton FC,Aaron Ramsdale,GK,1
497427,340,Southampton FC,Kyle Walker-Peters,RB,2
497427,340,Southampton FC,Jan Bednarek,CB,3
497427,340,Southampton FC,Mohammed Salisu,CB,4
497427,340,Southampton FC,Romain Perraud,LB,5
497427,340,Southampton FC,Stuart Armstrong,CM,6
497427,340,Southampton FC,Adam Armstrong,CM,7
497427,340,Southampton FC,Che Adams,CM,8
497427,340,Southampton FC,Sékou Mara,RW,9
497427,340,Southampton FC,Tyler Dibling,ST,10
497427,340,Southampton FC,Kamaldeen Sulemana,LW,11
497427,351,Nottingham Forest FC,Matt Turner,GK,1
497427,351,Nottingham Forest FC,Neco Williams,CB,2
497427,351,Nottingham Forest FC,Joe Worrall,CB,3
497427,351,Nottingham Forest FC,Willy Boly,CB,4
497427,351,Nottingham Forest FC,Harry Toffolo,RM,5
497427,351,Nottingham Forest FC,Ryan Yates,CM,6
497427,351,Nottingham Forest FC,Morgan Gibbs-White,CM,7
497427,351,Nottingham Forest FC,Anthony Elanga,CM,8
497427,351,Nottingham Forest FC,Taiwo Awoniyi,LM,9
497427,351,Nottingham Forest FC,Callum Hudson-Odoi,ST,10
497427,351,Nottingham Forest FC,Remo Freuler,ST,11
497428,73,Tottenham Hotspur FC,Guglielmo Vicario,GK,1
497428,73,Tottenham Hotspur FC,Pedro Porro,RB,2
497428,73,Tottenham Hotspur FC,Cristian Romero,CB,3
497428,73,Tottenham Hotspur FC,Micky van de Ven,CB,4
497428,73,Tottenham Hotspur FC,Destiny Udogie,LB,5
497428,73,Tottenham Hotspur FC,Yves Bissouma,CDM,6
497428,73,Tottenham Hotspur FC,James Maddison,CDM,7
497428,73,Tottenham Hotspur FC,Son Heung-min,RM,8
497428,73,Tottenham Hotspur FC,Dejan Kulusevski,CAM,9
497428,73,Tottenham Hotspur FC,Richarlison,LM,10
497428,73,Tottenham Hotspur FC,Brennan Johnson,ST,11
497428,62,Everton FC,Jordan Pickford,GK,1
497428,62,Everton FC,Séamus Coleman,RB,2
497428,62,Everton FC,James Tarkowski,CB,3
497428,62,Everton FC,Michael Keane,CB,4
497428,62,Everton FC,Vitaliy Mykolenko,LB,5
497428,62,Everton FC,Amadou Onana,RM,6
497428,62,Everton FC,Abdoulaye Doucouré,CM,7
497428,62,Everton FC,Jack Harrison,CM,8
497428,62,Everton FC,Dwight McNeil,LM,9
497428,62,Everton FC,Dominic Calvert-Lewin,ST,10
497428,62,Everton FC,Beto,ST,11
497421,58,Aston Villa FC,Emiliano Martínez,GK,1
497421,58,Aston Villa FC,Matty Cash,RB,2
497421,58,Aston Villa FC,Pau Torres,CB,3
497421,58,Aston Villa FC,Ezri Konsa,CB,4
497421,58,Aston Villa FC,Lucas Digne,LB,5
497421,58,Aston Villa FC,John McGinn,CDM,6
497421,58,Aston Villa FC,Douglas Luiz,CDM,7
497421,58,Aston Villa FC,Boubacar Kamara,RM,8
497421,58,Aston Villa FC,Léon Bailey,CAM,9
497421,58,Aston Villa FC,Ollie Watkins,LM,10
497421,58,Aston Villa FC,Moussa Diaby,ST,11
497421,57,Arsenal FC,David Raya,GK,1
497421,57,Arsenal FC,Ben White,CB,2
497421,57,Arsenal FC,William Saliba,CB,3
497421,57,Arsenal FC,Gabriel Magalhães,CB,4
497421,57,Arsenal FC,Oleksandr Zinchenko,RM,5
497421,57,Arsenal FC,Thomas Partey,CM,6
497421,57,Arsenal FC,Martin Ødegaard,CM,7
497421,57,Arsenal FC,Bukayo Saka,CM,8
497421,57,Arsenal FC,Leandro Trossard,LM,9
497421,57,Arsenal FC,Gabriel Martinelli,ST,10
497421,57,Arsenal FC,Kai Havertz,ST,11
497420,1044,AFC Bournemouth,Player 1,GK,1
497420,1044,AFC Bournemouth,Player 2,RB,2
497420,1044,AFC Bournemouth,Player 3,CB,3
497420,1044,AFC Bournemouth,Player 4,CB,4
497420,1044,AFC Bournemouth,Player 5,LB,5
497420,1044,AFC Bournemouth,Player 6,RM,6
497420,1044,AFC Bournemouth,Player 7,CM,7
497420,1044,AFC Bournemouth,Player 8,CM,8
497420,1044,AFC Bournemouth,Player 9,LM,9
497420,1044,AFC Bournemouth,Player 10,ST,10
497420,1044,AFC Bournemouth,Player 11,ST,11
497420,67,Newcastle United FC,Nick Pope,GK,1
497420,67,Newcastle United FC,Kieran Trippier,RB,2
497420,67,Newcastle United FC,Fabian Schär,CB,3
497420,67,Newcastle United FC,Sven Botman,CB,4
497420,67,Newcastle United FC,Dan Burn,LB,5
497420,67,Newcastle United FC,Joelinton,CDM,6
497420,67,Newcastle United FC,Bruno Guimarães,CDM,7
497420,67,Newcastle United FC,Sandro Tonali,RM,8
497420,67,Newcastle United FC,Jacob Murphy,CAM,9
497420,67,Newcastle United FC,Alexander Isak,LM,10
497420,67,Newcastle United FC,Callum Wilson,ST,11
497429,76,Wolverhampton Wanderers FC,José Sá,GK,1
497429,76,Wolverhampton Wanderers FC,Matt Doherty,RB,2
497429,76,Wolverhampton Wanderers FC,Max Kilman,CB,3
497429,76,Wolverhampton Wanderers FC,Craig Dawson,CB,4
497429,76,Wolverhampton Wanderers FC,Rayan Aït-Nouri,LB,5
497429,76,Wolverhampton Wanderers FC,Mario Lemina,RM,6
497429,76,Wolverhampton Wanderers FC,Joao Gomes,CM,7
497429,76,Wolverhampton Wanderers FC,Pablo Sarabia,CM,8
497429,76,Wolverhampton Wanderers FC,Pedro Neto,LM,9
497429,76,Wolverhampton Wanderers FC,Matheus Cunha,ST,10
497429,76,Wolverhampton Wanderers FC,Hee-chan Hwang,ST,11
497429,61,Chelsea FC,Robert Sánchez,GK,1
497429,61,Chelsea FC,Reece James,RB,2
497429,61,Chelsea FC,Thiago Silva,CB,3
497429,61,Chelsea FC,Levi Colwill,CB,4
497429,61,Chelsea FC,Ben Chilwell,LB,5
497429,61,Chelsea FC,Enzo Fernández,RM,6
497429,61,Chelsea FC,Conor Gallagher,CM,7
497429,61,Chelsea FC,Cole Palmer,CM,8
497429,61,Chelsea FC,Raheem Sterling,LM,9
497429,61,Chelsea FC,Nicolas Jackson,ST,10
497429,61,Chelsea FC,Christopher Nkunku,ST,11
497425,64,Liverpool FC,Alisson,GK,1
497425,64,Liverpool FC,Trent Alexander-Arnold,RB,2
497425,64,Liverpool FC,Virgil van Dijk,CB,3
497425,64,Liverpool FC,Ibrahima Konaté,CB,4
497425,64,Liverpool FC,Andrew Robertson,LB,5
497425,64,Liverpool FC,Alexis Mac Allister,CDM,6
497425,64,Liverpool FC,Dominik Szoboszlai,CDM,7
497425,64,Liverpool FC,Mohamed Salah,RM,8
497425,64,Liverpool FC,Darwin Núñez,CAM,9
497425,64,Liverpool FC,Luis Díaz,LM,10
497425,64,Liverpool FC,Diogo Jota,ST,11
497425,402,Brentford FC,Mark Flekken,GK,1
497425,402,Brentford FC,Aaron Hickey,RB,2
497425,402,Brentford FC,Ethan Pinnock,CB,3
497425,402,Brentford FC,Ben Mee,CB,4
497425,402,Brentford FC,Rico Henry,LB,5
497425,402,Brentford FC,Mathias Jensen,CM,6
497425,402,Brentford FC,Christian Nørgaard,CM,7
497425,402,Brentford FC,Bryan Mbeumo,CM,8
497425,402,Brentford FC,Yoane Wissa,RW,9
497425,402,Brentford FC,Ivan Toney,ST,10
497425,402,Brentford FC,Vitaly Janelt,LW,11
497430,57,Arsenal FC,David Raya,GK,1
497430,57,Arsenal FC,Ben White,CB,2
497430,57,Arsenal FC,William Saliba,CB,3
497430,57,Arsenal FC,Gabriel Magalhães,CB,4
497430,57,Arsenal FC,Oleksandr Zinchenko,RM,5
497430,57,Arsenal FC,Thomas Partey,CM,6
497430,57,Arsenal FC,Martin Ødegaard,CM,7
497430,57,Arsenal FC,Bukayo Saka,CM,8
497430,57,Arsenal FC,Leandro Trossard,LM,9
497430,57,Arsenal FC,Gabriel Martinelli,ST,10
497430,57,Arsenal FC,Kai Havertz,ST,11
497430,397,Brighton & Hove Albion FC,Bart Verbruggen,GK,1
497430,397,Brighton & Hove Albion FC,Joel Veltman,RB,2
497430,397,Brighton & Hove Albion FC,Lewis Dunk,CB,3
497430,397,Brighton & Hove Albion FC,Adam Webster,CB,4
497430,397,Brighton & Hove Albion FC,Pervis Estupiñán,LB,5
497430,397,Brighton & Hove Albion FC,Pascal Groß,CM,6
497430,397,Brighton & Hove Albion FC,Billy Gilmour,CM,7
497430,397,Brighton & Hove Albion FC,Kaoru Mitoma,CM,8
497430,397,Brighton & Hove Albion FC,Evan Ferguson,RW,9
497430,397,Brighton & Hove Albion FC,Solly March,ST,10
497430,397,Brighton & Hove Albion FC,João Pedro,LW,11
497431,402,Brentford FC,Mark Flekken,GK,1
497431,402,Brentford FC,Aaron Hickey,RB,2
497431,402,Brentford FC,Ethan Pinnock,CB,3
497431,402,Brentford FC,Ben Mee,CB,4
497431,402,Brentford FC,Rico Henry,LB,5
497431,402,Brentford FC,Mathias Jensen,CDM,6
497431,402,Brentford FC,Christian Nørgaard,CDM,7
497431,402,Brentford FC,Bryan Mbeumo,RM,8
497431,402,Brentford FC,Yoane Wissa,CAM,9
497431,402,Brentford FC,Ivan Toney,LM,10
497431,402,Brentford FC,Vitaly Janelt,ST,11
497431,340,Southampton FC,Aaron Ramsdale,GK,1
497431,340,Southampton FC,Kyle Walker-Peters,RB,2
497431,340,Southampton FC,Jan Bednarek,CB,3
497431,340,Southampton FC,Mohammed Salisu,CB,4
497431,340,Southampton FC,Romain Perraud,LB,5
497431,340,Southampton FC,Stuart Armstrong,CM,6
497431,340,Southampton FC,Adam Armstrong,CM,7
497431,340,Southampton FC,Che Adams,CM,8
497431,340,Southampton FC,Sékou Mara,RW,9
497431,340,Southampton FC,Tyler Dibling,ST,10
497431,340,Southampton FC,Kamaldeen Sulemana,LW,11
497433,62,Everton FC,Jordan Pickford,GK,1
497433,62,Everton FC,Séamus Coleman,RB,2
497433,62,Everton FC,James Tarkowski,CB,3
497433,62,Everton FC,Michael Keane,CB,4
497433,62,Everton FC,Vitaliy Mykolenko,LB,5
497433,62,Everton FC,Amadou Onana,RM,6
497433,62,Everton FC,Abdoulaye Doucouré,CM,7
497433,62,Everton FC,Jack Harrison,CM,8
497433,62,Everton FC,Dwight McNeil,LM,9
497433,62,Everton FC,Dominic Calvert-Lewin,ST,10
497433,62,Everton FC,Beto,ST,11
497433,1044,AFC Bournemouth,Player 1,GK,1
497433,1044,AFC Bournemouth,Player 2,RB,2
497433,1044,AFC Bournemouth,Player 3,CB,3
497433,1044,AFC Bournemouth,Player 4,CB,4
497433,1044,AFC Bournemouth,Player 5,LB,5
497433,1044,AFC Bournemouth,Player 6,CM,6
497433,1044,AFC Bournemouth,Player 7,CM,7
497433,1044,AFC Bournemouth,Player 8,CM,8
497433,1044,AFC Bournemouth,Player 9,RW,9
