match_id,home_possession,away_possession,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_xg,away_xg,home_pass_accuracy,away_pass_accuracy,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_fouls,away_fouls,home_formation,away_formation
497513,49.5,50.5,5,10,2,5,0.2,2.1,83.6,80.3,1,1,0,0,9,11,4-2-3-1,4-4-2
497518,48.8,51.2,7,9,5,3,0.28,0.36,79.7,92.9,1,2,0,0,15,10,4-3-3,4-4-2
497519,53.6,46.4,9,8,4,3,1.88,0.32,74.1,79.9,1,0,1,0,13,15,4-2-3-1,4-4-2
497511,56.6,43.4,10,7,5,4,2.6,1.35,80.3,76.5,1,1,0,0,14,21,3-5-2,4-3-3
497514,59.0,41.0,5,7,2,1,1.75,0.28,88.8,79.8,3,2,0,0,8,9,3-5-2,4-2-3-1
497515,61.0,39.0,12,4,8,0,2.78,0.16,82.2,84.3,1,2,0,0,19,9,4-2-3-1,4-4-2
497516,42.7,57.3,6,9,3,7,1.24,3.15,84.1,89.1,2,0,0,0,17,9,4-4-2,3-5-2
497517,45.5,54.5,5,8,3,4,0.93,2.17,74.9,80.6,1,1,1,0,8,11,4-2-3-1,4-2-3-1
497512,47.4,52.6,8,8,5,5,1.24,1.05,83.0,74.0,0,3,0,0,12,13,4-2-3-1,4-3-3
497526,44.4,55.6,8,8,2,3,1.08,2.04,86.2,87.2,2,1,0,0,16,17,4-4-2,4-4-2
497520,51.2,48.8,10,8,6,6,1.34,2.0,90.6,73.6,3,3,0,0,17,9,4-4-2,3-5-2
497521,51.0,49.0,14,4,8,1,3.83,0.16,75.7,76.0,0,1,0,0,10,21,3-5-2,4-4-2
497522,50.0,50.0,10,8,3,4,2.16,1.83,80.5,90.1,1,1,0,0,18,10,4-3-3,3-5-2
497523,51.6,48.4,4,9,2,3,0.16,0.36,90.3,79.7,0,1,0,0,20,13,4-2-3-1,4-3-3
497524,39.8,60.2,5,14,2,8,1.11,3.9,92.8,82.1,0,0,0,0,22,13,3-5-2,4-4-2
497527,40.9,59.1,6,11,4,4,0.24,3.84,76.8,85.6,0,3,0,0,11,9,4-2-3-1,3-5-2
497529,50.0,50.0,11,12,4,5,2.05,2.73,87.2,81.7,3,1,0,1,19,22,4-2-3-1,4-2-3-1
497525,47.1,52.9,9,7,3,2,1.18,1.19,75.1,88.5,0,0,0,0,10,9,4-2-3-1,4-3-3
497528,50.1,49.9,5,9,3,3,0.2,2.12,77.2,81.7,3,2,0,0,11,13,4-3-3,3-5-2
497531,46.1,53.9,7,10,1,4,1.23,1.36,77.4,89.8,1,2,0,0,22,22,4-2-3-1,4-4-2
497530,53.6,46.4,10,8,4,5,3.5,1.18,75.2,92.7,2,1,0,0,16,15,3-5-2,4-2-3-1
497533,53.1,46.9,7,13,1,6,1.35,1.62,86.3,77.8,1,3,0,0,22,19,4-3-3,4-3-3
497536,57.4,42.6,9,6,5,2,1.32,0.24,81.8,87.5,1,0,1,0,21,11,4-3-3,4-2-3-1
497539,44.9,55.1,9,15,2,9,2.17,4.22,73.0,84.1,2,3,0,1,22,11,4-3-3,4-2-3-1
497538,44.5,55.5,11,15,7,8,2.52,5.25,92.6,84.0,3,1,0,0,22,10,4-2-3-1,4-4-2
497532,57.9,42.1,12,10,6,4,2.72,0.4,73.8,85.1,1,2,0,0,19,16,4-2-3-1,4-4-2
497535,57.4,42.6,16,11,9,5,4.23,0.44,86.8,89.7,2,0,0,1,15,17,4-2-3-1,3-5-2
497537,51.2,48.8,9,7,4,4,1.42,1.11,90.4,83.8,0,3,0,1,20,16,4-3-3,4-3-3
497534,57.5,42.5,6,10,3,5,1.67,0.4,74.7,74.0,0,3,0,0,13,22,4-2-3-1,4-2-3-1
497545,48.9,51.1,9,7,5,4,0.36,0.99,86.5,73.6,1,1,0,1,19,21,4-2-3-1,4-2-3-1
497546,55.2,44.8,12,5,5,2,2.81,0.9,77.9,73.3,0,1,0,0,21,8,4-3-3,4-4-2
497543,51.3,48.7,12,7,5,2,3.36,0.28,89.5,85.3,3,3,0,0,19,15,4-2-3-1,4-2-3-1
497547,52.5,47.5,7,8,3,3,2.44,0.32,92.3,81.7,2,2,0,0,12,12,4-3-3,3-5-2
497548,48.8,51.2,9,12,5,7,2.49,3.66,90.4,74.2,0,2,0,0,20,9,4-3-3,4-3-3
497549,48.0,52.0,5,8,2,5,1.28,2.8,89.0,88.7,2,0,0,0,22,20,3-5-2,4-4-2
497541,58.2,41.8,13,4,6,2,2.64,0.16,85.3,76.4,0,2,0,0,22,17,3-5-2,4-4-2
497542,51.3,48.7,11,8,7,5,3.57,1.37,73.9,90.1,2,3,0,0,15,10,3-5-2,4-2-3-1
497544,59.6,40.4,13,9,8,2,3.76,1.22,80.1,75.6,2,0,0,0,21,13,3-5-2,3-5-2
497540,56.3,43.7,8,9,5,3,1.39,0.36,85.7,83.1,1,1,0,0,10,14,4-3-3,3-5-2
497550,54.7,45.3,6,8,4,2,1.02,0.32,82.3,83.2,2,0,0,0,11,11,3-5-2,4-3-3
497551,56.3,43.7,8,7,6,4,2.8,1.85,72.6,83.1,0,3,1,0,13,20,3-5-2,3-5-2
497552,54.5,45.5,4,13,2,6,1.4,2.25,77.6,92.5,2,1,0,0,9,8,4-4-2,4-3-3
497557,50.5,49.5,13,14,6,8,2.06,2.75,82.4,78.3,3,3,0,0,10,10,4-4-2,4-3-3
497554,51.7,48.3,6,4,4,2,1.01,1.03,90.5,92.9,1,3,0,0,19,12,3-5-2,4-3-3
497555,45.9,54.1,12,13,6,6,1.57,2.07,77.5,89.8,1,2,1,0,8,9,3-5-2,4-3-3
497556,48.5,51.5,11,8,7,5,1.97,1.97,74.1,86.3,3,0,1,0,21,15,4-4-2,4-2-3-1
497558,47.5,52.5,8,7,6,5,2.47,2.45,90.6,87.9,0,2,0,0,22,22,4-2-3-1,3-5-2
497559,55.3,44.7,7,4,4,1,2.45,1.14,80.5,88.7,1,2,0,0,11,18,4-3-3,4-3-3
497553,51.9,48.1,7,6,3,2,2.01,1.71,91.0,84.5,3,2,0,0,15,14,3-5-2,3-5-2
497561,45.5,54.5,6,6,4,3,0.24,0.24,80.3,79.0,3,2,0,0,10,15,4-3-3,4-2-3-1
497564,46.0,54.0,8,7,3,5,2.48,2.06,75.2,89.9,1,2,0,0,18,22,4-3-3,4-2-3-1
497566,57.6,42.4,12,8,8,1,4.19,0.32,72.2,72.3,0,0,0,0,19,18,4-4-2,4-2-3-1
497569,50.4,49.6,6,9,2,4,1.34,1.89,90.4,88.2,1,1,0,0,13,19,4-4-2,4-2-3-1
497567,56.1,43.9,10,12,7,6,2.05,1.58,78.8,72.5,1,1,0,0,18,18,4-2-3-1,3-5-2
497562,46.9,53.1,7,9,4,6,1.1,3.09,87.8,72.6,1,0,0,0,21,8,4-3-3,4-3-3
497565,47.6,52.4,7,12,2,6,1.14,2.03,79.2,84.8,1,3,1,0,17,22,4-4-2,4-2-3-1
497563,56.1,43.9,8,9,5,6,2.25,1.45,75.1,79.0,1,1,0,0,17,19,4-4-2,4-4-2
497568,36.5,63.5,9,11,4,7,0.36,3.85,84.7,82.1,1,0,0,0,8,17,4-3-3,4-2-3-1
497560,46.3,53.7,7,12,1,6,1.1,1.31,89.0,92.6,3,1,0,0,17,10,4-4-2,4-3-3
497570,48.8,51.2,5,8,3,6,1.75,1.3,84.7,82.1,2,1,0,0,20,18,4-3-3,3-5-2
497571,42.9,57.1,10,9,5,4,0.4,2.5,92.6,86.7,1,1,0,0,17,18,4-2-3-1,3-5-2
497575,35.0,65.0,7,8,2,6,0.28,2.8,89.0,89.0,1,1,0,0,21,10,3-5-2,3-5-2
497579,50.0,50.0,12,9,6,6,1.39,1.22,82.8,91.7,2,0,0,0,9,17,4-4-2,3-5-2
497572,35.0,65.0,8,12,6,9,1.36,4.2,90.3,73.0,2,0,0,0,17,10,4-2-3-1,4-4-2
497573,54.2,45.8,7,4,1,0,0.28,0.16,89.9,87.5,2,2,1,0,9,16,4-2-3-1,4-3-3
497574,48.1,51.9,7,7,3,3,0.28,0.28,80.0,73.4,3,1,0,0,17,20,3-5-2,4-3-3
497576,42.8,57.2,3,10,1,4,0.12,3.5,75.5,87.6,2,3,0,0,9,12,4-3-3,4-2-3-1
497577,39.1,60.9,11,11,5,7,0.44,2.72,74.2,82.0,1,3,0,0,10,18,4-4-2,4-2-3-1
497578,48.6,51.4,12,12,8,10,2.67,4.2,84.6,72.8,1,2,0,0,12,22,4-4-2,4-2-3-1
497585,54.8,45.2,9,9,4,5,1.46,1.34,79.2,81.5,2,3,0,0,18,22,3-5-2,3-5-2
497580,45.4,54.6,7,12,3,5,0.28,0.48,79.2,92.6,0,1,0,0,16,18,4-4-2,4-4-2
497583,49.2,50.8,9,9,2,3,1.32,2.5,74.9,80.1,1,0,0,0,8,12,4-2-3-1,4-2-3-1
497586,59.5,40.5,6,7,4,4,2.1,0.28,75.3,77.2,2,1,0,0,18,9,4-4-2,4-3-3
497587,53.5,46.5,8,9,5,5,1.08,0.36,74.3,81.2,2,1,0,0,20,18,4-4-2,4-2-3-1
497588,45.6,54.4,4,9,0,4,0.16,1.27,76.6,78.5,2,2,0,0,13,13,3-5-2,4-2-3-1
497589,55.5,44.5,12,2,5,0,2.62,0.08,88.4,73.3,0,0,0,0,15,22,4-4-2,4-4-2
497584,53.6,46.4,8,8,5,5,2.8,1.07,72.1,89.0,1,3,0,1,19,22,4-4-2,4-4-2
497582,52.8,47.2,7,10,0,5,0.28,0.4,82.8,86.5,0,3,0,0,8,17,3-5-2,4-3-3
497581,46.8,53.2,7,12,2,5,1.24,0.48,80.2,85.9,2,1,0,0,17,13,4-4-2,3-5-2
497596,49.9,50.1,9,7,3,4,0.36,2.45,75.5,79.5,3,0,0,0,22,15,4-2-3-1,4-2-3-1
497592,48.3,51.7,10,8,5,2,1.96,1.05,89.9,76.3,1,2,0,0,12,11,3-5-2,4-4-2
497593,46.5,53.5,10,8,5,6,0.4,1.79,91.7,82.1,1,2,0,0,11,19,4-2-3-1,4-3-3
497594,47.3,52.7,8,12,3,6,2.23,2.2,76.8,89.7,0,1,0,0,20,13,4-4-2,4-3-3
497598,48.0,52.0,12,9,5,3,2.6,2.42,76.9,84.6,1,1,0,0,17,16,4-3-3,4-2-3-1
497599,46.2,53.8,7,12,3,10,0.28,4.2,78.0,78.5,1,0,0,1,13,11,3-5-2,4-4-2
497590,54.9,45.1,12,8,6,5,2.65,2.06,84.4,84.8,2,2,0,0,12,15,3-5-2,4-2-3-1
497595,57.2,42.8,11,9,5,4,2.02,0.36,80.9,82.0,1,1,0,0,21,19,4-2-3-1,3-5-2
497597,45.4,54.6,4,11,0,7,0.16,2.06,81.7,84.3,0,2,0,0,14,18,4-4-2,4-4-2
497591,45.3,54.7,8,10,6,4,1.09,3.5,74.2,84.8,1,1,0,1,13,17,4-3-3,4-3-3
497607,45.7,54.3,7,10,3,3,1.35,2.53,91.9,80.4,3,3,0,0,20,14,3-5-2,4-3-3
497601,37.9,62.1,6,12,2,9,0.24,4.2,76.2,91.7,1,1,0,0,13,22,4-3-3,4-4-2
497602,53.5,46.5,4,7,2,3,1.13,1.16,90.4,83.5,2,2,0,0,9,22,3-5-2,4-3-3
497603,50.2,49.8,6,7,4,1,1.24,0.28,92.2,78.3,2,2,0,0,8,12,4-3-3,4-4-2
497605,53.8,46.2,7,11,4,6,1.79,1.34,88.0,80.2,2,3,0,0,17,9,4-3-3,4-2-3-1
497609,61.0,39.0,11,7,7,5,3.85,1.38,86.8,84.5,2,2,0,0,18,8,4-2-3-1,4-3-3
497600,50.3,49.7,3,9,1,3,1.05,1.4,83.4,92.8,0,1,0,0,14,8,3-5-2,3-5-2
497604,53.3,46.7,9,7,3,4,2.47,2.12,78.0,82.1,0,1,1,0,13,11,3-5-2,4-3-3
497606,53.0,47.0,13,9,6,7,2.03,2.15,77.6,85.9,3,1,1,0,13,16,4-2-3-1,4-4-2
497608,44.6,55.4,7,9,4,3,0.28,2.64,77.1,91.8,1,2,1,0,9,20,4-2-3-1,4-4-2
497613,48.6,51.4,7,7,3,2,2.45,1.97,83.2,82.5,0,0,0,0,20,17,4-2-3-1,3-5-2
497615,50.9,49.1,8,11,6,4,2.02,1.98,72.7,82.1,1,1,0,0,10,19,3-5-2,4-4-2
497617,54.9,45.1,12,11,5,7,2.48,1.96,85.0,86.6,2,2,0,0,13,9,4-2-3-1,4-3-3
497614,45.0,55.0,8,7,3,1,1.2,1.1,89.2,81.6,2,2,0,0,11,9,4-3-3,3-5-2
497610,53.4,46.6,9,6,5,3,0.36,1.3,90.4,87.9,1,2,0,0,12,17,3-5-2,4-4-2
497612,45.9,54.1,8,12,4,7,0.32,2.2,74.7,86.2,2,2,0,0,11,9,4-2-3-1,4-2-3-1
497619,57.8,42.2,10,6,4,2,3.5,0.24,84.6,79.5,3,1,0,0,15,21,4-3-3,4-3-3
497616,49.1,50.9,11,13,6,6,2.59,1.38,81.2,77.5,3,1,0,0,15,8,4-4-2,4-4-2
497611,50.0,50.0,4,10,0,7,0.16,2.21,77.7,81.1,1,2,0,0,19,9,4-4-2,4-3-3
497618,54.9,45.1,10,5,7,2,3.21,1.04,92.0,79.0,1,0,0,0,20,8,4-2-3-1,4-4-2
497620,48.8,51.2,6,10,1,8,0.98,3.26,76.4,89.8,1,3,0,0,12,12,4-3-3,4-4-2
497623,51.5,48.5,7,12,0,7,0.28,2.3,90.8,90.5,3,2,0,0,20,20,4-3-3,4-2-3-1
497624,47.1,52.9,11,6,4,2,0.44,1.69,92.1,88.7,1,1,0,0,16,14,4-4-2,3-5-2
497625,44.4,55.6,6,12,3,6,0.24,2.22,88.6,79.3,1,3,0,0,9,22,4-2-3-1,3-5-2
497621,54.8,45.2,8,11,5,6,2.08,2.02,77.6,92.4,2,0,0,0,19,8,3-5-2,4-2-3-1
497622,41.6,58.4,8,8,4,4,1.05,2.8,80.0,84.8,2,1,0,0,18,17,4-2-3-1,4-2-3-1
497627,48.8,51.2,12,7,6,5,2.78,1.75,86.6,76.3,2,0,0,0,9,11,4-2-3-1,4-4-2
497628,52.0,48.0,8,7,5,2,2.8,2.18,85.7,77.1,1,1,0,0,13,17,4-2-3-1,4-2-3-1
497626,39.3,60.7,8,12,5,7,0.32,4.2,85.7,87.3,3,1,0,0,20,15,4-3-3,4-4-2
497629,54.9,45.1,6,8,3,4,2.1,1.37,87.3,73.4,3,1,0,0,16,21,4-3-3,4-2-3-1
497631,54.4,45.6,13,8,7,3,3.53,1.08,75.9,92.5,3,2,0,0,14,17,4-2-3-1,4-3-3
497632,53.3,46.7,8,11,5,6,0.32,1.52,83.0,83.7,3,1,0,0,18,20,3-5-2,4-2-3-1
497633,45.5,54.5,8,9,4,5,0.32,1.3,82.4,91.3,1,1,0,0,12,22,4-2-3-1,4-4-2
497634,47.4,52.6,8,10,2,5,1.14,2.92,81.8,92.2,0,3,0,0,9,22,4-3-3,4-3-3
497635,52.3,47.7,11,4,7,0,3.85,0.16,88.3,91.8,2,2,0,0,22,16,4-4-2,4-3-3
497638,59.6,40.4,6,10,4,6,2.1,1.47,72.3,84.9,1,2,0,0,21,17,4-3-3,3-5-2
497637,53.0,47.0,8,9,4,7,1.05,2.5,79.5,84.4,1,2,0,0,21,17,4-3-3,4-3-3
497639,52.8,47.2,11,6,6,2,1.54,2.06,87.3,84.1,0,1,0,0,16,9,4-4-2,4-4-2
