match_id,team_id,team,player_name,minutes_played,goals,assists,shots,shots_on_target,passes,pass_accuracy,tackles,yellow_cards,red_cards,rating
497412,76,Wolverhampton Wanderers FC,Joao Gomes,90,0,0,1,1,47,67.2,5,0,0,8.7
497412,76,Wolverhampton Wanderers FC,Pablo Sarabia,90,0,0,2,0,66,92.9,4,0,0,6.6
497412,76,Wolverhampton Wanderers FC,Pedro Neto,90,0,0,3,2,45,86.6,4,0,0,5.9
497412,76,Wolverhampton Wanderers FC,Matheus Cunha,90,0,0,3,3,63,88.2,1,2,0,7.7
497412,76,Wolverhampton Wanderers FC,Hee-chan Hwang,90,0,0,2,2,55,90.8,2,0,0,6.5
497413,62,Everton FC,Jordan Pickford,90,0,0,0,0,35,95.5,4,0,0,8.5
497413,62,Everton FC,Séamus Coleman,90,0,0,0,0,46,92.5,4,0,0,6.2
497413,62,Everton FC,James Tarkowski,90,0,0,3,3,45,72.6,5,2,0,7.9
497413,62,Everton FC,Michael Keane,90,0,0,0,0,34,70.5,5,0,0,7.3
497413,62,Everton FC,Vitaliy Mykolenko,90,0,0,0,0,78,91.3,3,0,0,6.0
497413,62,Everton FC,Amadou Onana,90,0,0,3,3,55,83.5,6,0,0,8.6
497413,62,Everton FC,Abdoulaye Doucouré,90,0,0,3,3,48,92.8,5,0,0,8.5
497413,62,Everton FC,Jack Harrison,90,0,0,3,2,68,72.7,5,1,0,6.5
497413,62,Everton FC,Dwight McNeil,90,0,0,3,1,37,78.6,5,0,0,6.5
497413,62,Everton FC,Dominic Calvert-Lewin,90,0,0,2,2,40,92.7,0,0,0,6.0
497413,62,Everton FC,Beto,90,0,0,1,1,64,69.7,1,0,0,5.7
497413,397,Brighton & Hove Albion FC,Bart Verbruggen,90,0,0,3,3,20,94.2,2,0,0,8.1
497413,397,Brighton & Hove Albion FC,Joel Veltman,90,0,1,3,3,67,87.8,6,0,0,7.6
497413,397,Brighton & Hove Albion FC,Lewis Dunk,90,0,0,1,1,34,73.5,3,0,0,5.6
497413,397,Brighton & Hove Albion FC,Adam Webster,90,0,1,2,2,66,70.1,3,0,0,8.7
497413,397,Brighton & Hove Albion FC,Pervis Estupiñán,90,0,0,0,0,57,82.5,0,0,0,5.8
497413,397,Brighton & Hove Albion FC,Pascal Groß,90,2,0,5,2,75,79.3,0,0,0,6.4
497413,397,Brighton & Hove Albion FC,Billy Gilmour,90,1,0,3,1,49,75.1,6,1,0,8.6
497413,397,Brighton & Hove Albion FC,Kaoru Mitoma,90,0,0,2,2,36,90.9,3,1,0,5.6
497413,397,Brighton & Hove Albion FC,Evan Ferguson,90,0,0,0,0,34,85.2,6,0,0,8.9
497413,397,Brighton & Hove Albion FC,Solly March,90,0,0,0,0,80,72.7,6,0,0,5.6
497413,397,Brighton & Hove Albion FC,João Pedro,90,0,1,1,0,28,79.7,0,0,0,7.5
497414,67,Newcastle United FC,Nick Pope,90,0,0,1,0,64,88.9,6,0,0,7.9
497414,67,Newcastle United FC,Kieran Trippier,90,0,1,0,0,42,81.5,5,0,0,6.8
497414,67,Newcastle United FC,Fabian Schär,90,0,0,2,0,74,78.0,3,0,0,5.9
497414,67,Newcastle United FC,Sven Botman,90,0,0,2,2,65,69.7,1,0,0,8.1
497414,67,Newcastle United FC,Dan Burn,90,0,0,2,2,49,78.5,5,0,0,7.6
497414,67,Newcastle United FC,Joelinton,90,0,0,2,1,73,94.0,2,0,0,8.6
497414,67,Newcastle United FC,Bruno Guimarães,90,0,0,1,1,56,83.9,3,1,0,6.7
497414,67,Newcastle United FC,Sandro Tonali,90,0,0,3,2,31,80.1,2,0,0,8.3
497414,67,Newcastle United FC,Jacob Murphy,90,0,0,2,2,76,83.5,2,0,0,7.4
497414,67,Newcastle United FC,Alexander Isak,90,0,0,1,0,35,87.3,3,1,0,7.4
497414,67,Newcastle United FC,Callum Wilson,90,1,0,2,2,61,87.1,3,0,0,8.3
497414,340,Southampton FC,Aaron Ramsdale,90,0,0,1,1,62,83.0,3,0,0,7.4
497414,340,Southampton FC,Kyle Walker-Peters,90,0,0,2,2,67,82.1,2,1,0,8.0
497414,340,Southampton FC,Jan Bednarek,90,0,0,2,2,36,72.1,5,1,0,6.2
497414,340,Southampton FC,Mohammed Salisu,90,0,0,0,0,32,71.7,3,0,0,6.5
497414,340,Southampton FC,Romain Perraud,90,0,0,2,0,73,71.0,1,0,0,6.8
497414,340,Southampton FC,Stuart Armstrong,90,0,0,2,0,65,81.6,2,0,0,5.7
497414,340,Southampton FC,Adam Armstrong,90,0,0,0,0,64,94.3,5,0,0,8.5
497414,340,Southampton FC,Che Adams,90,0,0,3,0,75,65.4,2,0,0,7.1
497414,340,Southampton FC,Sékou Mara,90,0,0,3,2,31,94.9,2,0,0,8.8
497414,340,Southampton FC,Tyler Dibling,90,0,0,3,0,72,67.0,3,0,0,5.8
497414,340,Southampton FC,Kamaldeen Sulemana,90,0,0,0,0,29,90.1,2,0,0,5.8
497415,351,Nottingham Forest FC,Matt Turner,90,0,0,0,0,35,70.4,0,0,0,6.0
497415,351,Nottingham Forest FC,Neco Williams,90,0,0,3,3,64,83.4,2,0,0,5.6
497415,351,Nottingham Forest FC,Joe Worrall,90,0,1,2,2,64,91.6,0,1,0,7.9
497415,351,Nottingham Forest FC,Willy Boly,90,0,0,2,1,47,68.6,1,0,0,7.8
497415,351,Nottingham Forest FC,Harry Toffolo,90,0,0,2,1,24,66.8,6,0,0,6.6
497415,351,Nottingham Forest FC,Ryan Yates,90,0,0,2,2,27,79.5,2,0,0,7.9
497415,351,Nottingham Forest FC,Morgan Gibbs-White,90,0,0,2,2,48,67.5,0,0,0,8.6
497415,351,Nottingham Forest FC,Anthony Elanga,90,0,0,2,2,21,67.8,5,0,0,8.4
497415,351,Nottingham Forest FC,Taiwo Awoniyi,90,0,0,0,0,56,66.2,6,0,0,6.1
497415,351,Nottingham Forest FC,Callum Hudson-Odoi,90,0,0,3,2,31,95.9,3,0,0,7.7
497415,351,Nottingham Forest FC,Remo Freuler,90,1,0,4,1,50,75.8,2,0,0,6.6
497415,1044,AFC Bournemouth,Player 1,90,0,0,3,2,62,94.3,6,0,0,8.2
497415,1044,AFC Bournemouth,Player 2,90,0,1,0,0,25,74.8,2,0,0,5.9
497415,1044,AFC Bournemouth,Player 3,90,1,0,4,4,72,95.6,5,0,0,8.5
497415,1044,AFC Bournemouth,Player 4,90,0,0,3,3,23,70.8,2,0,0,7.7
497415,1044,AFC Bournemouth,Player 5,90,0,0,3,3,68,66.6,2,1,0,7.4
497415,1044,AFC Bournemouth,Player 6,90,0,0,2,2,76,86.6,0,0,0,5.6
497415,1044,AFC Bournemouth,Player 7,90,0,0,1,1,30,74.6,0,0,0,7.4
497415,1044,AFC Bournemouth,Player 8,90,0,0,0,0,73,93.3,3,0,0,8.8
497415,1044,AFC Bournemouth,Player 9,90,0,0,1,1,79,87.2,4,0,0,8.0
497415,1044,AFC Bournemouth,Player 10,90,0,0,3,3,50,72.6,4,0,0,6.0
497415,1044,AFC Bournemouth,Player 11,90,0,0,1,1,52,88.1,1,0,0,8.5
497416,563,West Ham United FC,Lukasz Fabianski,90,0,0,1,1,22,74.9,3,0,0,8.0
497416,563,West Ham United FC,Vladimir Coufal,90,0,1,3,3,62,89.6,5,0,0,8.9
497416,563,West Ham United FC,Kurt Zouma,90,0,0,3,0,28,80.6,4,0,0,6.7
497416,563,West Ham United FC,Nayef Aguerd,90,0,0,0,0,26,81.3,3,0,0,5.6
497416,563,West Ham United FC,Emerson Palmieri,90,1,0,2,2,75,85.3,1,0,0,5.8
497416,563,West Ham United FC,Lucas Paquetá,90,0,0,2,2,59,86.5,5,0,0,5.8
497416,563,West Ham United FC,Tomáš Souček,90,0,0,2,2,40,84.4,6,1,0,7.2
497416,563,West Ham United FC,Jarrod Bowen,90,0,0,0,0,35,84.6,2,1,0,9.0
497416,563,West Ham United FC,Michail Antonio,90,0,0,0,0,26,88.6,5,0,0,8.6
497416,563,West Ham United FC,Mohammed Kudus,90,0,0,3,1,64,74.3,0,0,0,5.7
497416,563,West Ham United FC,Edson Álvarez,90,0,0,0,0,42,76.6,1,0,0,6.4
497416,58,Aston Villa FC,Emiliano Martínez,90,0,0,3,3,29,72.2,5,0,0,6.4
497416,58,Aston Villa FC,Matty Cash,90,0,2,2,0,77,89.9,2,0,0,7.9
497416,58,Aston Villa FC,Pau Torres,90,0,0,1,0,48,94.3,4,0,0,6.5
497416,58,Aston Villa FC,Ezri Konsa,90,0,0,3,2,49,91.2,1,0,0,9.0
497416,58,Aston Villa FC,Lucas Digne,90,0,0,3,0,35,76.8,2,1,0,7.5
497416,58,Aston Villa FC,John McGinn,90,1,0,3,1,73,85.4,2,0,0,5.5
497416,58,Aston Villa FC,Douglas Luiz,90,0,0,0,0,73,93.0,2,1,0,8.2
497416,58,Aston Villa FC,Boubacar Kamara,90,1,0,2,2,34,84.7,4,1,0,6.4
497416,58,Aston Villa FC,Léon Bailey,90,0,0,1,1,26,93.0,5,0,0,5.6
497416,58,Aston Villa FC,Ollie Watkins,90,0,0,3,0,57,76.3,1,0,0,5.8
497416,58,Aston Villa FC,Moussa Diaby,90,0,0,2,2,67,77.9,1,0,0,6.0
497417,402,Brentford FC,Mark Flekken,90,0,1,3,2,63,88.2,2,0,0,7.5
497417,402,Brentford FC,Aaron Hickey,90,0,0,2,0,63,72.2,0,0,0,7.7
497417,402,Brentford FC,Ethan Pinnock,90,0,0,2,1,61,67.0,6,0,0,7.1
497417,402,Brentford FC,Ben Mee,90,0,0,2,2,27,69.3,0,0,0,6.6
497417,402,Brentford FC,Rico Henry,90,1,0,4,1,26,72.3,4,0,0,6.0
497417,402,Brentford FC,Mathias Jensen,90,0,1,3,2,62,94.4,5,0,0,8.8
497417,402,Brentford FC,Christian Nørgaard,90,0,0,3,3,67,87.5,3,0,0,7.8
497417,402,Brentford FC,Bryan Mbeumo,90,0,0,3,3,46,94.1,2,0,0,5.6
497417,402,Brentford FC,Yoane Wissa,90,1,0,3,1,48,78.8,1,0,0,8.5
497417,402,Brentford FC,Ivan Toney,90,0,0,0,0,54,93.0,5,0,0,6.8
497417,402,Brentford FC,Vitaly Janelt,90,0,0,3,2,32,95.0,6,0,0,8.4
497417,354,Crystal Palace FC,Sam Johnstone,90,0,0,2,1,28,89.4,1,1,0,5.7
497417,354,Crystal Palace FC,Joel Ward,90,1,0,2,1,72,92.0,2,0,0,8.2
497417,354,Crystal Palace FC,Marc Guéhi,90,0,0,0,0,74,95.5,1,0,0,7.4
497417,354,Crystal Palace FC,Joachim Andersen,90,0,1,1,0,62,91.9,1,0,0,5.6
497417,354,Crystal Palace FC,Tyrick Mitchell,90,0,0,1,1,40,65.5,2,0,0,5.7
497417,354,Crystal Palace FC,Cheick Doucouré,90,0,0,3,3,27,88.1,3,0,0,7.1
497417,354,Crystal Palace FC,Eberechi Eze,90,0,0,2,0,48,80.6,4,0,0,5.7
497417,354,Crystal Palace FC,Jordan Ayew,90,0,0,2,2,61,94.9,0,1,0,9.0
497417,354,Crystal Palace FC,Michael Olise,90,0,0,3,3,63,68.3,5,0,0,8.7
497417,354,Crystal Palace FC,Jean-Philippe Mateta,90,0,0,0,0,40,83.9,0,0,0,5.9
497417,354,Crystal Palace FC,Jefferson Lerma,90,0,0,2,2,58,81.4,3,1,0,7.3
497418,61,Chelsea FC,Robert Sánchez,90,0,0,3,0,25,90.8,0,0,0,7.0
497418,61,Chelsea FC,Reece James,90,0,0,2,1,55,66.9,4,0,0,7.5
497418,61,Chelsea FC,Thiago Silva,90,0,0,0,0,42,92.1,6,1,0,7.0
497418,61,Chelsea FC,Levi Colwill,90,0,0,0,0,58,74.7,0,0,0,7.5
497418,61,Chelsea FC,Ben Chilwell,90,0,0,1,0,62,79.9,6,0,0,5.9
497418,61,Chelsea FC,Enzo Fernández,90,0,0,2,0,68,73.6,1,0,0,8.3
497418,61,Chelsea FC,Conor Gallagher,90,0,0,0,0,21,70.6,5,0,0,8.2
497418,61,Chelsea FC,Cole Palmer,90,0,0,2,2,20,70.6,1,1,0,7.5
497418,61,Chelsea FC,Raheem Sterling,90,0,0,3,0,29,88.0,0,0,0,5.8
497418,61,Chelsea FC,Nicolas Jackson,90,0,0,1,1,46,79.1,1,0,0,6.8
497418,61,Chelsea FC,Christopher Nkunku,90,0,0,2,0,76,66.6,1,1,0,8.1
497418,65,Manchester City FC,Ederson,90,0,0,3,2,33,88.4,0,0,0,6.7
497418,65,Manchester City FC,Kyle Walker,90,2,0,2,2,63,86.0,3,0,0,7.3
497418,65,Manchester City FC,Rúben Dias,90,0,0,2,0,34,77.3,4,0,0,5.7
497418,65,Manchester City FC,Manuel Akanji,90,0,0,1,1,80,71.5,1,0,0,8.2
497418,65,Manchester City FC,João Cancelo,90,0,0,2,2,27,65.2,5,0,0,7.0
497418,65,Manchester City FC,Rodri,90,0,2,1,1,54,86.8,4,0,0,7.5
497418,65,Manchester City FC,Kevin De Bruyne,90,0,0,2,0,45,91.7,0,1,0,7.0
497418,65,Manchester City FC,Bernardo Silva,90,0,0,3,0,75,74.7,3,0,0,7.5
497418,65,Manchester City FC,Phil Foden,90,0,0,3,2,27,77.6,2,0,0,6.1
497418,65,Manchester City FC,Jack Grealish,90,0,0,3,2,25,78.5,0,0,0,6.4
497418,65,Manchester City FC,Erling Haaland,90,0,0,3,3,25,77.3,2,0,0,8.1
497419,338,Leicester City FC,Player 1,90,0,0,3,3,61,84.7,4,0,0,6.6
497419,338,Leicester City FC,Player 2,90,0,0,2,1,48,67.1,3,1,0,7.7
497419,338,Leicester City FC,Player 3,90,0,0,2,0,42,80.7,2,0,0,7.1
497419,338,Leicester City FC,Player 4,90,0,0,0,0,43,90.8,0,0,0,7.8
497419,338,Leicester City FC,Player 5,90,0,0,0,0,49,83.0,6,0,0,8.1
497419,338,Leicester City FC,Player 6,90,0,0,0,0,78,90.1,5,1,0,6.2
497419,338,Leicester City FC,Player 7,90,0,1,3,3,29,94.7,3,0,0,5.9
497419,338,Leicester City FC,Player 8,90,0,0,2,0,52,85.0,0,0,0,6.4
497419,338,Leicester City FC,Player 9,90,1,0,4,3,53,81.2,1,1,0,6.8
497419,338,Leicester City FC,Player 10,90,0,0,2,2,46,89.0,5,0,0,7.6
497419,338,Leicester City FC,Player 11,90,0,0,2,0,41,67.9,5,0,0,6.9
497419,73,Tottenham Hotspur FC,Guglielmo Vicario,90,0,0,1,1,25,83.1,1,0,0,8.7
497419,73,Tottenham Hotspur FC,Pedro Porro,90,0,0,2,2,28,83.4,0,0,0,6.6
497419,73,Tottenham Hotspur FC,Cristian Romero,90,0,0,3,2,72,69.0,5,0,0,8.4
497419,73,Tottenham Hotspur FC,Micky van de Ven,90,1,0,1,1,62,78.1,2,0,0,5.6
497419,73,Tottenham Hotspur FC,Destiny Udogie,90,0,0,2,1,80,71.6,6,0,0,7.2
497419,73,Tottenham Hotspur FC,Yves Bissouma,90,0,0,1,0,29,67.4,6,0,0,8.3
497419,73,Tottenham Hotspur FC,James Maddison,90,0,0,0,0,76,88.8,1,0,0,7.6
497419,73,Tottenham Hotspur FC,Son Heung-min,90,0,0,1,0,31,90.8,6,0,0,7.7
497419,73,Tottenham Hotspur FC,Dejan Kulusevski,90,0,0,1,1,48,66.4,2,0,0,7.9
497419,73,Tottenham Hotspur FC,Richarlison,90,0,1,1,1,59,73.8,5,0,0,8.2
497419,73,Tottenham Hotspur FC,Brennan Johnson,90,0,0,1,1,35,74.6,6,1,0,8.2
497422,397,Brighton & Hove Albion FC,Bart Verbruggen,90,0,0,1,1,48,93.1,1,1,0,8.4
497422,397,Brighton & Hove Albion FC,Joel Veltman,90,0,1,0,0,72,79.0,2,0,0,8.8
497422,397,Brighton & Hove Albion FC,Lewis Dunk,90,0,0,3,0,45,80.6,1,0,0,6.9
497422,397,Brighton & Hove Albion FC,Adam Webster,90,0,0,0,0,34,65.9,0,0,0,8.4
497422,397,Brighton & Hove Albion FC,Pervis Estupiñán,90,0,1,2,1,28,66.2,6,0,0,7.2
497422,397,Brighton & Hove Albion FC,Pascal Groß,90,0,0,1,1,50,78.9,0,0,0,8.7
497422,397,Brighton & Hove Albion FC,Billy Gilmour,90,0,0,0,0,33,90.9,4,0,0,8.8
497422,397,Brighton & Hove Albion FC,Kaoru Mitoma,90,0,0,3,0,69,73.9,2,0,0,5.9
497422,397,Brighton & Hove Albion FC,Evan Ferguson,90,1,0,2,2,60,89.6,3,0,0,5.7
497422,397,Brighton & Hove Albion FC,Solly March,90,0,0,3,3,54,65.5,4,0,0,7.5
497422,397,Brighton & Hove Albion FC,João Pedro,90,1,0,2,2,47,65.0,2,0,0,6.3
497422,66,Manchester United FC,André Onana,90,0,0,2,0,53,81.9,6,1,0,9.0
497422,66,Manchester United FC,Aaron Wan-Bissaka,90,0,0,0,0,75,79.6,5,0,0,6.9
497422,66,Manchester United FC,Raphaël Varane,90,0,0,2,2,67,65.5,6,0,0,5.7
497422,66,Manchester United FC,Harry Maguire,90,0,0,1,1,62,84.5,6,0,0,7.5
497422,66,Manchester United FC,Luke Shaw,90,0,0,2,1,22,75.9,2,0,0,8.3
497422,66,Manchester United FC,Casemiro,90,1,0,2,2,64,79.8,1,0,0,8.3
497422,66,Manchester United FC,Bruno Fernandes,90,0,0,0,0,22,74.1,0,0,0,8.3
497422,66,Manchester United FC,Mason Mount,90,0,1,0,0,79,74.6,3,0,0,9.0
497422,66,Manchester United FC,Marcus Rashford,90,0,0,3,2,22,88.4,1,0,0,6.5
497422,66,Manchester United FC,Rasmus Højlund,90,0,0,0,0,37,68.9,2,0,0,7.0
497422,66,Manchester United FC,Antony,90,0,0,3,3,77,94.7,2,0,0,8.9
497423,354,Crystal Palace FC,Sam Johnstone,90,0,0,0,0,59,95.9,2,0,0,7.7
497423,354,Crystal Palace FC,Joel Ward,90,0,0,0,0,62,84.8,2,0,0,7.3
497423,354,Crystal Palace FC,Marc Guéhi,90,0,0,1,0,29,91.3,5,0,0,8.2
497423,354,Crystal Palace FC,Joachim Andersen,90,0,0,0,0,24,72.3,5,1,0,6.8
497423,354,Crystal Palace FC,Tyrick Mitchell,90,0,0,3,3,22,83.8,5,0,0,7.1
497423,354,Crystal Palace FC,Cheick Doucouré,90,0,0,2,2,48,88.7,4,0,0,6.0
497423,354,Crystal Palace FC,Eberechi Eze,90,0,0,2,2,40,85.1,1,0,0,8.9
497423,354,Crystal Palace FC,Jordan Ayew,90,0,0,0,0,51,81.1,4,1,0,5.9
497423,354,Crystal Palace FC,Michael Olise,90,0,0,2,2,33,95.9,2,0,0,7.9
497423,354,Crystal Palace FC,Jean-Philippe Mateta,90,0,0,3,1,27,69.2,0,0,0,7.1
497423,354,Crystal Palace FC,Jefferson Lerma,90,0,0,3,0,71,86.1,6,0,0,9.0
497423,563,West Ham United FC,Lukasz Fabianski,90,0,0,1,1,52,72.0,1,0,0,8.3
497423,563,West Ham United FC,Vladimir Coufal,90,0,0,1,1,21,76.2,4,1,0,6.8
497423,563,West Ham United FC,Kurt Zouma,90,0,1,1,1,76,67.7,2,0,0,6.9
497423,563,West Ham United FC,Nayef Aguerd,90,0,0,3,3,46,88.8,6,1,0,7.5
497423,563,West Ham United FC,Emerson Palmieri,90,0,1,1,1,61,67.3,3,0,0,7.9
497423,563,West Ham United FC,Lucas Paquetá,90,0,0,2,1,76,90.7,4,0,0,7.7
497423,563,West Ham United FC,Tomáš Souček,90,0,0,1,0,47,80.6,6,0,0,5.7
497423,563,West Ham United FC,Jarrod Bowen,90,1,0,1,1,29,74.4,1,0,0,6.6
497423,563,West Ham United FC,Michail Antonio,90,1,0,2,2,80,94.2,2,0,0,8.5
497423,563,West Ham United FC,Mohammed Kudus,90,0,0,2,1,60,94.6,2,0,0,5.9
497423,563,West Ham United FC,Edson Álvarez,90,0,0,2,0,52,84.9,4,0,0,8.8
497424,63,Fulham FC,Bernd Leno,90,0,0,2,2,35,89.9,5,0,0,6.9
497424,63,Fulham FC,Kenny Tete,90,1,0,4,1,64,66.9,3,0,0,7.0
497424,63,Fulham FC,Issa Diop,90,0,0,3,1,41,83.8,2,0,0,8.5
497424,63,Fulham FC,Tosin Adarabioyo,90,0,0,2,2,45,69.1,2,0,0,7.3
497424,63,Fulham FC,Antonee Robinson,90,0,0,0,0,35,79.5,2,0,0,7.1
497424,63,Fulham FC,Joao Palhinha,90,0,1,1,0,23,74.0,3,0,0,8.5
497424,63,Fulham FC,Tom Cairney,90,0,1,3,1,75,93.0,6,0,0,6.6
497424,63,Fulham FC,Harrison Reed,90,0,0,2,1,68,69.9,4,0,0,7.1
497424,63,Fulham FC,Bobby Decordova-Reid,90,0,0,2,2,21,67.8,3,0,0,7.3
497424,63,Fulham FC,Aleksandar Mitrovic,90,1,0,2,1,57,75.9,0,0,0,6.5
497424,63,Fulham FC,Willian,90,0,0,3,2,54,65.3,0,0,0,7.0
497424,338,Leicester City FC,Player 1,90,0,0,1,1,55,73.9,3,0,0,7.3
497424,338,Leicester City FC,Player 2,90,0,0,2,0,28,95.2,3,0,0,6.8
497424,338,Leicester City FC,Player 3,90,0,0,2,2,68,69.5,4,0,0,7.3
497424,338,Leicester City FC,Player 4,90,0,0,0,0,22,69.2,2,0,0,8.3
497424,338,Leicester City FC,Player 5,90,0,0,3,1,58,92.7,1,2,0,6.6
497424,338,Leicester City FC,Player 6,90,0,0,2,1,45,95.7,5,0,0,8.4
497424,338,Leicester City FC,Player 7,90,0,0,2,2,65,82.5,3,0,0,8.4
497424,338,Leicester City FC,Player 8,90,0,1,2,2,63,68.4,3,0,0,7.5
497424,338,Leicester City FC,Player 9,90,0,0,0,0,36,95.0,6,1,0,8.9
497424,338,Leicester City FC,Player 10,90,1,0,2,1,57,79.9,4,0,0,7.7
